type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters,name
MOVIE,2020,87,4.6,55.0,1.45,3.6,FR,1,thriller,176,blondie maxwell never loses
SHOW,2019,56,4.2,397.0,0.6,6.5,IO,1,reality,-1,skulls and roses
MOVIE,2019,150,4.9,1532.0,2.297,4.5,IN,1,family,31,mikhael
MOVIE,2020,84,5.7,113.0,2.609,8.0,US,1,thriller,5,stray dogs
MOVIE,2020,96,3.3,96.0,3.687,1.0,US,1,documentation,95,surviving america
MOVIE,2020,101,5.1,454.0,4.897,5.4,GB,1,comedy,4,lost at christmas
MOVIE,2019,130,8.0,4027.0,2.608,7.2,IN,1,drama,13,unda
MOVIE,2019,141,5.8,339.0,1.308,5.4,IN,1,comedy,58,sixer
MOVIE,2020,105,3.2,250.0,1.4,10.0,IN,1,horror,106,manne no 13
MOVIE,2019,98,4.6,131.0,2.317,4.5,SK,2,war,-1,little kingdom
MOVIE,2020,118,6.1,95.0,3.002,1.0,US,1,drama,0,juvenile delinquents
MOVIE,2019,147,5.5,610.0,1.574,7.2,IN,1,thriller,57,chanakya
MOVIE,2020,131,5.8,3823.0,2.635,2.0,US,2,romance,7,the family tree
MOVIE,2019,126,7.3,302.0,0.83,9.0,ES,1,fantasy,213,l'enfant terrible
MOVIE,2020,140,7.1,706.0,1.073,10.0,IN,1,drama,13,bheemasena nalamaharaja
MOVIE,2019,112,7.4,181.0,0.935,3.0,IN,1,drama,13,chambal
MOVIE,2020,101,3.2,180.0,1.579,8.0,US,1,comedy,10,interviewing monsters and bigfoot
MOVIE,2019,157,5.5,2849.0,2.221,7.1,IN,1,thriller,57,mamangam
MOVIE,2019,87,4.5,546.0,3.504,4.5,CA,1,comedy,61,a christmas crush
MOVIE,2020,117,4.7,238.0,4.28,7.0,US,1,drama,0,chasing the rain
SHOW,2019,36,6.2,113.0,0.6,10.0,US,1,documentation,97,haunted state
MOVIE,2019,104,6.0,262.0,4.638,5.8,BE,1,thriller,238,bastaard
MOVIE,2019,71,5.2,89.0,1.4,5.0,IT,1,horror,77,crucified
MOVIE,2019,149,5.4,1257.0,3.393,5.2,IN,1,drama,13,venky mama
MOVIE,2020,95,5.2,112.0,3.658,6.5,US,1,drama,0,the black emperor of broadway
MOVIE,2019,89,5.8,192.0,1.658,4.8,DE,1,drama,42,play
MOVIE,2019,117,5.4,637.0,1.222,4.8,IN,1,comedy,58,dhilluku dhuddu 2
MOVIE,2019,96,6.3,166.0,1.771,7.5,ES,2,documentation,157,rolling stone: life and death of brian jones
MOVIE,2020,124,6.3,12636.0,4.277,5.9,IN,1,comedy,58,gulabo sitabo
MOVIE,2019,98,6.6,120.0,1.459,7.0,XX,1,family,-1,happy cleaners
MOVIE,2019,128,6.3,971.0,0.985,4.5,IN,1,comedy,58,shadaa
SHOW,2019,52,8.7,17.0,2.829,10.0,AU,1,documentation,179,wildest places
MOVIE,2019,91,4.6,367.0,1.514,1.7,US,1,thriller,5,burning kentucky
MOVIE,2019,99,7.9,777.0,1.4,6.7,IN,1,drama,13,to let
MOVIE,2020,120,7.2,576.0,1.387,7.9,RU,1,drama,298,doctor lisa
MOVIE,2019,138,7.3,575.0,1.412,8.5,IN,1,drama,13,ardab mutiyaran
MOVIE,2019,85,5.7,127.0,1.399,2.0,US,1,drama,0,the wake of light
MOVIE,2020,100,5.1,108.0,2.539,5.8,CA,1,drama,137,the road ahead
MOVIE,2019,112,6.1,529.0,0.6,7.8,IN,1,drama,13,muklawa
MOVIE,2020,74,8.3,11.0,0.84,10.0,DE,1,documentation,242,jonas kaufmann - ein weltstar ganz privat
MOVIE,2020,135,7.1,587.0,1.246,3.0,IN,1,drama,13,switzerland
MOVIE,2020,65,8.4,62.0,0.6,6.5,AF,2,documentation,-1,once a marine
MOVIE,2020,129,6.8,1698.0,2.87,6.6,IN,1,drama,13,putham pudhu kaalai
MOVIE,2019,81,3.2,146.0,1.888,1.5,US,1,horror,21,big top evil
MOVIE,2019,143,5.0,153.0,0.723,5.3,IN,1,comedy,58,gubbi mele bramhastra
MOVIE,2019,84,6.1,95.0,1.858,6.0,US,1,crime,6,wallflower
MOVIE,2020,105,5.1,502.0,1.265,4.0,IN,1,thriller,57,madha
MOVIE,2019,92,3.3,210.0,1.886,5.3,US,1,romance,7,christmas coupon
MOVIE,2020,135,7.8,3645.0,3.327,6.7,IN,1,comedy,58,middle class melodies
MOVIE,2020,105,5.3,103.0,3.024,2.0,CA,1,drama,137,stealing chaplin
MOVIE,2019,126,3.9,371.0,1.134,3.2,IN,1,horror,106,devi 2
MOVIE,2019,74,5.8,162.0,2.803,7.0,US,1,horror,21,attack of the demons
MOVIE,2020,90,5.4,93.0,2.984,5.0,CA,1,romance,208,hotel limbo
MOVIE,2020,109,3.0,132.0,2.77,6.9,US,1,family,75,skydog
MOVIE,2019,166,4.7,238.0,1.481,5.0,IN,1,drama,13,bharaate
MOVIE,2019,166,6.2,5715.0,2.948,5.8,IN,1,action,29,kaappaan
MOVIE,2019,86,4.0,128.0,3.165,6.4,US,1,drama,0,cradles for cash
MOVIE,2019,110,4.2,174.0,1.659,8.2,US,1,drama,0,the creatress
MOVIE,2019,150,7.8,2207.0,1.199,6.9,IN,1,thriller,57,magamuni
MOVIE,2019,83,5.2,640.0,2.338,6.1,CA,1,comedy,61,snowbound for christmas
SHOW,2020,41,8.3,62.0,4.339,9.0,CN,1,drama,131,miss truth
MOVIE,2020,113,6.4,150.0,1.553,5.0,IN,1,drama,13,choosi choodangaane
MOVIE,2019,153,6.9,746.0,1.89,6.1,IN,1,action,29,george reddy
MOVIE,2019,143,6.2,1355.0,2.126,6.2,IN,1,thriller,57,aadai
MOVIE,2019,98,6.3,1727.0,7.225,6.4,CN,1,comedy,195,pegasus
SHOW,2020,45,6.5,90.0,25.052,9.0,CN,1,drama,131,qin dynasty epic
MOVIE,2019,82,5.7,242.0,2.117,4.0,US,1,western,9,to hell and gone
MOVIE,2019,112,7.0,1301.0,3.431,5.8,IN,1,thriller,57,v1 murder case
MOVIE,2019,141,5.0,364.0,1.573,3.5,IN,1,drama,13,milan talkies
MOVIE,2019,135,7.2,11.0,1.201,6.0,IN,1,romance,17,kannadi
MOVIE,2020,100,6.8,673.0,4.383,7.2,AU,1,crime,68,a sunburnt christmas
MOVIE,2020,120,6.8,2962.0,1.856,6.6,IN,1,thriller,57,ponmagal vandhal
MOVIE,2019,94,4.2,123.0,2.696,5.3,CA,1,comedy,61,pogey beach
MOVIE,2020,90,6.3,41.0,0.87,5.0,RU,1,comedy,-1,victoria
MOVIE,2020,93,6.3,381.0,3.143,7.1,BR,1,comedy,253,carlinhos & carlão
MOVIE,2019,170,5.8,2013.0,2.549,5.1,IN,1,drama,13,n.t.r: kathanayakudu
MOVIE,2019,74,4.3,361.0,6.733,4.6,US,1,drama,0,good kisser
MOVIE,2019,142,5.4,167.0,1.019,8.0,IN,1,drama,13,gangs of madras
MOVIE,2020,99,6.0,84.0,3.317,7.2,JP,1,drama,144,it stopped raining
MOVIE,2019,136,4.3,1905.0,1.593,6.2,IN,1,drama,13,khandaani shafakhana
MOVIE,2019,70,6.1,85.0,1.246,6.9,KR,1,drama,122,second life
MOVIE,2019,92,4.4,2326.0,4.739,4.2,US,1,drama,0,ghost in the graveyard
MOVIE,2019,131,6.8,3313.0,1.423,6.2,IR,1,drama,-1,when the moon was full
MOVIE,2020,80,7.6,19.0,0.84,5.5,CA,1,comedy,61,québexit
MOVIE,2020,91,6.0,523.0,3.038,5.2,US,1,comedy,10,the farmer and the belle: saving santaland
MOVIE,2020,80,3.5,102.0,2.977,4.0,US,1,drama,0,intolerance: no more
MOVIE,2019,86,7.0,2296.0,1.498,8.7,EG,3,drama,11,sawah
MOVIE,2019,75,3.6,67.0,1.526,9.0,US,1,thriller,5,scarecrow county
MOVIE,2019,60,6.5,58.0,0.84,1.0,US,1,documentation,95,chicago at the crossroad
MOVIE,2020,96,5.2,154.0,1.281,3.8,CZ,1,comedy,-1,3bobule
MOVIE,2019,97,4.8,215.0,3.522,8.5,PL,1,thriller,-1,safe inside
MOVIE,2019,102,2.9,406.0,2.903,5.3,GB,1,horror,20,mask of thorn
MOVIE,2020,80,4.5,128.0,3.754,6.0,RU,1,animation,-1,space dogs: tropical adventure
MOVIE,2019,165,4.4,832.0,2.555,4.0,IN,1,action,29,brother's day
MOVIE,2019,74,4.8,347.0,1.455,6.5,US,1,comedy,10,1/2 new year
MOVIE,2020,133,7.3,783.0,2.21,5.8,IN,1,drama,13,mayabazar 2016
MOVIE,2019,134,5.4,76.0,0.64,8.0,IN,1,drama,13,ye re ye re paisa 2
MOVIE,2019,135,7.3,270.0,2.632,6.3,SY,1,war,-1,ji bo azadiyê
MOVIE,2020,102,4.4,141.0,1.902,5.7,SK,2,comedy,-1,far too personal
MOVIE,2019,84,3.8,628.0,3.695,4.1,US,1,thriller,5,havana darkness
MOVIE,2020,94,2.9,145.0,1.831,5.0,US,1,comedy,10,positive
MOVIE,2019,80,4.5,42.0,0.6,8.0,VE,1,drama,-1,the dance
MOVIE,2019,91,3.7,24.0,1.998,5.0,CO,1,family,-1,the party
MOVIE,2019,98,3.3,218.0,0.6,4.5,IN,1,horror,106,bhoot chaturdashi
MOVIE,2019,112,6.8,175.0,1.588,8.5,KR,1,romance,-1,romang
MOVIE,2020,87,5.7,108.0,3.04,7.0,BR,1,comedy,253,os espetaculares
MOVIE,2020,102,6.2,573.0,2.459,4.0,US,1,fantasy,39,pungo: a witch's tale
MOVIE,2020,99,5.5,75.0,1.25,6.0,US,1,drama,0,dreaming grand avenue
MOVIE,2020,90,5.7,42.0,0.84,2.5,CM,2,thriller,-1,the eagle's nest
MOVIE,2019,81,6.6,15.0,0.6,10.0,FR,2,crime,268,like blood
MOVIE,2020,134,6.6,119.0,1.628,6.0,IN,1,thriller,57,patra vaitha nerupondru
MOVIE,2019,131,5.1,179.0,1.739,5.0,IN,1,thriller,57,ragala 24 gantallo
MOVIE,2019,95,7.3,52.0,1.053,6.5,ZA,1,comedy,130,love lives here
MOVIE,2019,156,4.6,698.0,3.842,3.6,IN,1,action,29,jack & daniel
MOVIE,2019,80,5.9,118.0,1.524,2.0,US,1,drama,0,one of the good ones
MOVIE,2019,103,7.3,82.0,0.6,2.0,US,1,romance,7,threebound
MOVIE,2020,100,4.2,197.0,4.335,4.0,US,1,thriller,5,alone wolf
MOVIE,2019,101,5.2,433.0,1.138,5.5,IN,1,thriller,57,bornoporichoy: grammar of death
MOVIE,2019,90,3.2,34.0,2.4,2.0,CO,1,comedy,236,mamá al volante
MOVIE,2019,128,5.3,385.0,1.805,6.2,IN,1,horror,106,petromax
MOVIE,2019,99,5.9,25.0,1.204,6.0,JP,1,family,-1,shiba park
MOVIE,2020,83,5.5,28.0,0.6,4.0,US,1,drama,0,all that matters
MOVIE,2019,91,6.9,91.0,1.897,7.0,US,1,documentation,95,united states of tents
MOVIE,2019,122,6.4,425.0,1.083,5.0,IN,1,comedy,58,janamaithri
SHOW,2020,22,6.0,615.0,3.538,7.5,IN,1,comedy,277,time enna boss
MOVIE,2019,158,5.3,49.0,0.6,5.0,IN,1,drama,13,yaanaa
MOVIE,2019,128,4.9,199.0,0.937,5.0,IN,1,drama,13,rustum
MOVIE,2019,128,5.5,1098.0,2.191,4.3,IN,1,drama,13,n.t.r: mahanayakudu
MOVIE,2019,126,6.8,1229.0,1.676,6.2,IN,1,thriller,57,kaalidas
MOVIE,2019,100,6.3,264.0,15.296,5.9,KR,1,comedy,181,my bossy girl
MOVIE,2019,158,4.7,1288.0,1.167,4.5,IN,1,comedy,58,ittymaani: made in china
MOVIE,2019,120,6.9,6745.0,2.334,6.5,IN,1,drama,13,ujda chaman
MOVIE,2019,108,5.5,175.0,4.052,7.3,CN,1,family,-1,adoring
MOVIE,2020,60,5.7,6.0,0.994,8.0,XX,1,comedy,159,jeremiah watkins: family reunion
MOVIE,2020,84,3.9,740.0,7.353,5.8,US,1,thriller,5,copper bill
MOVIE,2019,55,8.2,109.0,0.6,8.5,US,1,documentation,95,d-day at pointe-du-hoc
MOVIE,2019,88,6.4,140.0,1.213,4.2,SK,1,comedy,-1,loli paradička
MOVIE,2020,127,4.8,15.0,1.392,2.0,IN,1,drama,13,adavi
MOVIE,2019,160,5.6,384.0,1.666,4.8,IN,1,thriller,57,under world
MOVIE,2019,136,5.3,61.0,1.466,5.0,IN,1,drama,13,66 sadashiv
MOVIE,2019,92,3.9,17.0,0.733,6.0,CO,1,comedy,236,la sucursal
MOVIE,2019,75,4.2,323.0,2.686,3.0,US,1,horror,21,nicole
SHOW,2019,42,7.6,18.0,5.084,5.0,CN,1,drama,131,god of lost fantasy
MOVIE,2019,102,6.1,2969.0,2.271,7.0,US,1,drama,0,rising free
SHOW,2020,29,6.5,52.0,2.517,5.5,US,1,documentation,97,regular heroes
MOVIE,2019,166,6.7,2062.0,1.659,6.1,IN,1,action,29,pailwaan
MOVIE,2019,164,4.2,434.0,0.729,6.0,IN,1,drama,13,odeya
MOVIE,2019,150,6.7,8.0,1.137,6.0,MY,1,drama,116,azhaggiye thee
MOVIE,2020,83,5.9,51.0,2.501,3.0,US,1,comedy,10,like love
MOVIE,2019,84,4.6,378.0,0.722,2.9,US,1,drama,0,pig hag
MOVIE,2019,126,5.5,161.0,1.297,4.0,IN,1,drama,13,iddari lokam okate
MOVIE,2019,55,7.1,37.0,0.643,7.0,US,1,comedy,10,nick griffin: cheer up
MOVIE,2020,110,3.8,59.0,1.53,3.5,CZ,2,comedy,-1,the banger
MOVIE,2019,148,6.3,162.0,1.043,7.0,IN,1,drama,13,geetha
MOVIE,2019,123,5.2,71.0,1.1,6.3,IN,1,drama,13,kaka ji
MOVIE,2019,156,7.4,312.0,1.96,5.0,IN,1,thriller,57,katha sangama
MOVIE,2019,147,5.0,116.0,0.6,4.0,IN,1,crime,16,bazaar
MOVIE,2019,81,7.1,19.0,1.228,10.0,CA,1,documentation,18,kittie: live at the london music hall
MOVIE,2019,59,7.6,95.0,1.639,7.5,GB,1,documentation,52,undercover with the clerics: iraq's secret sex trade
MOVIE,2019,145,5.9,82.0,1.4,6.0,IN,1,crime,16,dsp dev
MOVIE,2019,93,4.1,113.0,1.677,1.0,US,1,drama,0,the accompanist
MOVIE,2019,63,7.6,624.0,2.174,9.7,IN,1,comedy,58,sketchy behaviour
MOVIE,2019,109,6.3,120.0,2.086,6.3,IN,1,drama,13,house owner
SHOW,2019,46,8.0,38.0,8.386,8.5,CN,1,action,88,listening snow tower
MOVIE,2019,78,4.5,365.0,3.018,4.0,US,1,thriller,5,lost holiday
MOVIE,2019,130,7.1,1745.0,2.198,6.6,IN,1,thriller,57,vellai pookal
MOVIE,2019,58,6.4,96.0,0.6,7.5,IN,1,comedy,58,neeti palta: almost sanskari
MOVIE,2019,142,4.6,694.0,1.839,4.9,IN,1,drama,13,airaa
MOVIE,2020,46,6.4,18.0,0.6,7.0,US,1,comedy,10,life's a bit
MOVIE,2019,113,7.0,39.0,0.6,10.0,PK,1,action,-1,gumm: in the middle of nowhere
MOVIE,2019,152,5.7,1763.0,2.506,5.4,IN,1,drama,13,enai noki paayum thota
MOVIE,2019,136,6.5,119.0,0.702,6.0,IN,1,romance,17,mogra phulaalaa
MOVIE,2019,58,7.2,30.0,0.6,6.5,US,1,comedy,10,marina franklin: single black female
MOVIE,2019,104,4.5,148.0,0.761,7.5,US,1,drama,0,union bound
SHOW,2019,45,8.2,61.0,5.072,9.0,CN,1,drama,131,blossom in heart
MOVIE,2019,90,5.1,28.0,0.651,9.5,SK,1,thriller,-1,casino.sk
MOVIE,2020,115,5.0,269.0,1.503,2.5,IN,1,drama,13,ik sandhu hunda si
MOVIE,2019,80,6.7,27.0,0.652,5.0,US,1,drama,0,in the moon's shadow
MOVIE,2019,118,3.9,265.0,1.4,6.0,IN,1,drama,13,charlie chaplin 2
MOVIE,2019,80,4.6,42.0,0.6,7.0,NG,1,crime,-1,drastic measures
MOVIE,2019,145,7.1,108.0,1.4,7.5,JP,1,drama,144,kontora
SHOW,2020,47,6.9,13.0,15.816,4.5,CN,1,drama,131,beautiful reborn flower
MOVIE,2019,79,5.9,33.0,2.443,7.0,CA,1,comedy,61,the final ride
MOVIE,2020,106,6.3,920.0,1.588,6.4,IN,1,thriller,57,my client's wife
MOVIE,2019,126,5.2,73.0,0.84,2.0,IN,1,thriller,57,kazhugu 2
MOVIE,2020,76,3.4,86.0,1.4,2.0,US,1,western,9,incident at guilt ridge
MOVIE,2020,128,6.3,612.0,1.216,6.4,IN,1,comedy,58,gauthamante radham
MOVIE,2019,53,7.4,175.0,0.6,6.0,IN,1,comedy,58,angad singh ranyal: kaafi filmy
MOVIE,2019,107,6.5,80.0,2.317,8.0,US,1,comedy,10,catching up
MOVIE,2019,67,7.8,296.0,1.005,6.8,IN,1,comedy,58,azeem banatwalla: problems
MOVIE,2019,146,6.4,348.0,1.96,6.5,IN,1,drama,13,ghawre bairey aaj
MOVIE,2019,104,6.8,84.0,0.896,4.0,IN,1,thriller,57,sullu
MOVIE,2019,89,4.2,71.0,0.6,3.5,US,1,horror,21,7th and westlake: nino's revenge
MOVIE,2019,83,6.2,181.0,2.019,6.1,CH,1,drama,-1,love me tender
SHOW,2020,27,8.5,11.0,1.594,8.0,PH,1,drama,-1,i can see you
SHOW,2022,50,7.3,11642.0,62.728,7.6,US,1,western,212,outer range
SHOW,2021,59,7.0,4280.0,11.859,8.1,GB,1,drama,119,a very british scandal
SHOW,2022,50,7.8,662.0,47.894,8.5,US,1,scifi,22,from
SHOW,2022,55,5.9,1502.0,33.353,9.0,US,1,drama,48,the first lady
SHOW,2021,58,7.9,37416.0,120.049,7.5,US,1,drama,48,yellowjackets
SHOW,2021,47,6.7,2184.0,4.873,7.3,GB,1,thriller,170,annika
SHOW,2022,55,6.1,1317.0,0.6,8.5,US,1,scifi,22,the man who fell to earth
MOVIE,2022,101,6.1,14686.0,1437.906,6.0,US,1,thriller,5,all the old knives
SHOW,2022,59,7.2,2756.0,17.426,7.6,US,1,drama,48,super pumped
SHOW,2021,58,7.6,7332.0,17.725,8.4,GB,1,crime,135,the outlaws
MOVIE,2021,96,7.2,207440.0,182.841,7.6,US,1,scifi,36,a quiet place part ii
SHOW,2022,49,8.1,95704.0,323.037,8.3,US,1,action,38,reacher
MOVIE,2021,121,5.3,35173.0,182.738,6.7,US,3,action,43,snake eyes: g.i. joe origins
MOVIE,2021,119,7.1,160789.0,191.992,7.7,GB,2,crime,214,wrath of man
SHOW,2021,53,8.2,80353.0,135.36,8.4,US,1,crime,64,dexter: new blood
SHOW,2021,51,7.2,1291.0,7.813,6.3,IE,1,drama,-1,hidden assets
SHOW,2021,59,7.2,87846.0,249.867,7.9,US,1,scifi,22,the wheel of time
MOVIE,2021,97,5.9,11522.0,482.744,7.3,CA,3,fantasy,124,clifford the big red dog
MOVIE,2021,85,5.4,8322.0,185.533,6.4,BE,2,horror,-1,the deep house
MOVIE,2022,111,6.6,14574.0,71.914,6.3,US,1,romance,7,i want you back
SHOW,2021,45,8.7,114211.0,88.432,8.8,US,1,scifi,22,invincible
MOVIE,2021,95,5.9,5096.0,40.85,6.9,US,1,animation,72,rumble
SHOW,2022,24,8.5,18406.0,20.858,8.3,US,1,animation,78,the legend of vox machina
MOVIE,2021,109,6.1,28519.0,102.408,6.6,US,1,action,43,the protégé
SHOW,2021,58,8.0,6383.0,55.721,7.4,US,1,action,38,heels
MOVIE,2021,104,6.7,24658.0,59.211,6.7,US,1,drama,0,the tender bar
MOVIE,2021,132,6.5,38416.0,30.242,6.6,US,1,drama,0,being the ricardos
MOVIE,2022,98,4.9,3616.0,14.265,5.2,US,1,thriller,5,master
MOVIE,2021,108,5.6,31128.0,180.386,7.0,US,1,thriller,5,the marksman
SHOW,2021,26,5.9,530.0,22.778,5.5,US,1,comedy,19,ziwe
MOVIE,2022,87,6.0,26244.0,934.545,7.1,US,1,fantasy,39,hotel transylvania: transformania
SHOW,2021,28,8.6,2088.0,8.943,8.8,US,1,documentation,97,men in kilts: a roadtrip with sam and graham
MOVIE,2021,83,5.0,2326.0,8.595,4.9,US,1,comedy,10,how it ends
MOVIE,2022,103,7.8,1848.0,7.721,7.2,US,1,comedy,10,lucy and desi
MOVIE,2021,88,5.4,2748.0,10.998,5.9,US,1,horror,21,a house on the bayou
SHOW,2022,33,8.2,2818.0,3.858,8.0,US,1,comedy,19,as we see it
SHOW,2022,14,6.9,7846.0,32.397,7.3,US,1,drama,48,the boys presents: diabolical
SHOW,2021,59,6.7,4315.0,7.811,7.4,GB,1,drama,119,the pursuit of love
SHOW,2021,59,7.4,6643.0,12.51,7.7,US,1,drama,48,the underground railroad
MOVIE,2021,117,6.0,18293.0,101.002,6.7,US,1,thriller,5,the voyeurs
SHOW,2022,54,8.1,4066.0,42.289,9.7,US,1,crime,64,power book iv: force
MOVIE,2021,141,6.4,16815.0,43.714,6.9,FR,8,drama,30,annette
SHOW,2021,43,7.3,17871.0,23.022,7.6,US,1,drama,48,them
MOVIE,2021,140,6.6,189683.0,196.479,8.0,US,1,scifi,36,the tomorrow war
SHOW,2021,48,9.1,31981.0,18.178,8.6,GB,1,reality,62,clarkson's farm
MOVIE,2021,111,6.8,11528.0,12.147,7.1,GB,2,history,166,the electrical life of louis wain
MOVIE,2021,112,7.0,1656.0,13.558,6.9,BE,2,drama,60,delicious
MOVIE,2021,89,6.0,2026.0,3.904,6.3,US,1,horror,21,my heart can't beat unless you tell it to
SHOW,2022,47,4.7,1059.0,1.927,8.0,US,1,reality,32,lizzo's watch out for the big grrrls
MOVIE,2021,105,6.6,288.0,3.608,5.0,GB,1,documentation,52,eating our way to extinction
MOVIE,2021,127,7.5,20399.0,11.221,7.5,FR,2,drama,30,a hero
MOVIE,2021,109,7.7,10045.0,10.771,7.2,US,1,documentation,95,val
MOVIE,2022,147,7.1,31853.0,5.472,5.5,IN,1,action,29,bachchhan paandey
SHOW,2021,44,6.5,7739.0,10.339,7.4,US,1,action,38,panic
MOVIE,2021,98,6.8,20758.0,19.648,7.2,US,1,fantasy,39,the map of tiny perfect things
MOVIE,2021,108,5.8,9123.0,143.148,6.5,GB,2,drama,69,encounter
SHOW,2022,46,8.0,249.0,45.422,7.0,AR,1,drama,53,"yosi, the regretful spy"
SHOW,2021,31,6.3,1185.0,7.102,6.8,US,1,comedy,19,blindspotting
MOVIE,2021,99,6.1,2523.0,5.467,5.8,US,1,crime,6,georgetown
MOVIE,2021,81,5.3,5093.0,9.212,5.6,US,1,horror,21,the manor
SHOW,2021,46,7.4,8859.0,10.893,7.6,US,1,drama,48,tell me your secrets
MOVIE,2021,89,5.3,490.0,2.507,6.9,US,1,romance,7,the wanting mare
SHOW,2021,43,8.6,238.0,14.533,8.5,CN,1,scifi,225,ancient love poetry
MOVIE,2022,106,5.6,1742.0,45.919,5.4,GB,2,romance,259,book of love
MOVIE,2021,109,5.7,55637.0,201.232,7.1,US,1,thriller,5,tom clancy's without remorse
MOVIE,2021,104,5.4,334.0,6.962,4.2,US,1,romance,7,hard luck love song
SHOW,2021,7,5.4,881.0,2.589,7.0,US,1,reality,32,borat’s american lockdown & debunking borat
MOVIE,2022,102,4.8,197.0,16.97,5.3,US,1,romance,7,i love america
SHOW,2021,52,7.3,3335.0,20.622,8.2,US,1,crime,64,bmf
MOVIE,2022,138,6.9,21328.0,9.77,5.4,IN,1,romance,17,radhe shyam
MOVIE,2021,110,5.3,67911.0,70.124,6.6,US,1,comedy,10,coming 2 america
MOVIE,2021,91,5.6,7782.0,389.431,6.0,FR,1,horror,165,meander
MOVIE,2021,111,4.8,1207.0,7.648,5.3,US,1,scifi,36,needle in a timestack
MOVIE,2021,113,4.2,39848.0,59.466,6.5,US,1,romance,7,cinderella
SHOW,2021,56,5.6,594.0,1.685,6.0,US,1,documentation,97,confronting a serial killer
SHOW,2021,26,5.9,4427.0,58.248,7.0,US,1,scifi,22,solos
MOVIE,2021,92,5.4,1005.0,7.124,6.0,BE,5,fantasy,-1,undergods
MOVIE,2021,95,3.9,481.0,11.965,6.4,US,1,horror,21,american refugee
MOVIE,2021,119,6.3,5425.0,12.593,6.1,US,1,thriller,5,lansky
MOVIE,2021,91,5.6,29171.0,95.351,6.7,BG,2,comedy,-1,jolt
SHOW,2021,55,7.4,3319.0,33.748,8.5,US,1,crime,64,power book iii: raising kanan
MOVIE,2021,96,5.7,5191.0,12.798,5.8,US,1,crime,6,breaking news in yuba county
SHOW,2021,22,3.8,37.0,6.915,8.2,US,1,scifi,22,paradise city
SHOW,2021,48,5.3,7100.0,48.561,7.3,US,1,drama,48,i know what you did last summer
MOVIE,2021,119,6.3,4329.0,31.429,6.6,US,1,drama,0,finding you
MOVIE,2021,96,5.3,1610.0,18.169,6.3,US,1,comedy,10,lady of the manor
SHOW,2022,13,6.4,615.0,41.689,8.0,US,1,action,38,fear the walking dead: dead in the water
MOVIE,2021,99,5.4,467.0,26.899,5.4,US,1,comedy,10,the space between
MOVIE,2021,2,8.0,8779.0,144.154,8.5,JP,1,drama,144,evangelion: 3.0+1.0 thrice upon a time
MOVIE,2021,83,4.0,586.0,4.124,4.4,US,1,horror,21,the deep ones
SHOW,2021,43,5.9,425.0,2.67,7.7,AU,1,reality,125,luxe listings sydney
MOVIE,2021,100,6.2,13785.0,36.445,6.5,US,1,thriller,5,black box
SHOW,2021,23,6.6,2014.0,3.499,6.8,GB,1,comedy,3,frank of ireland
SHOW,2022,33,7.8,509.0,951.863,5.5,MX,1,comedy,219,harina
MOVIE,2021,103,5.3,17230.0,23.653,5.5,US,1,romance,7,bliss
MOVIE,2021,179,8.0,52003.0,18.491,7.9,IN,1,thriller,57,pushpa: the rise - part 1
MOVIE,2021,96,4.7,968.0,5.845,6.3,IE,2,drama,47,here are the young men
SHOW,2021,49,7.4,1743.0,1.4,6.5,US,1,comedy,19,with love
MOVIE,2021,95,6.5,1619.0,18.803,6.1,SK,3,drama,-1,the auschwitz report
MOVIE,2021,163,8.7,38921.0,4.592,7.3,IN,3,drama,13,sardar udham
MOVIE,2021,108,4.1,1768.0,211.239,6.3,IT,1,drama,211,time is up
MOVIE,2021,84,3.5,2549.0,9.118,5.1,US,1,scifi,36,doors
SHOW,2021,34,6.8,3058.0,6.93,8.4,US,1,comedy,19,harlem
MOVIE,2021,164,9.3,175187.0,6.051,7.4,IN,1,drama,13,jai bhim
MOVIE,2021,87,6.8,598.0,2.806,6.5,DE,5,romance,80,gaza mon amour
MOVIE,2021,87,4.2,1874.0,42.571,5.4,US,1,thriller,5,black as night
MOVIE,2021,113,5.9,2113.0,23.324,6.8,HU,2,drama,-1,birds of paradise
MOVIE,2021,114,5.2,1051.0,9.578,6.4,MX,1,western,-1,no man's land
MOVIE,2022,138,7.8,645.0,17.299,6.3,IN,1,drama,13,saani kaayidham
MOVIE,2021,95,7.9,1348.0,5.685,7.9,US,1,documentation,95,a man named scott
MOVIE,2021,99,7.8,1877.0,4.656,8.1,US,1,documentation,95,pink: all i know so far
MOVIE,2022,127,6.8,2490.0,3.939,6.0,IN,1,thriller,57,jalsa
SHOW,2021,38,7.8,1086.0,7.817,7.0,FR,1,comedy,54,mixte
MOVIE,2021,122,6.6,2927.0,43.376,7.2,FR,1,drama,30,the mad women's ball
MOVIE,2021,100,5.7,103.0,0.882,5.0,UY,1,action,-1,grey eyes
MOVIE,2021,85,4.2,2076.0,33.379,4.8,US,1,thriller,5,bingo hell
SHOW,2021,27,5.9,1055.0,3.915,7.0,US,1,drama,48,run the world
MOVIE,2022,155,6.4,319.0,2.745,8.0,IN,1,thriller,57,veyil
